0,1,4.200000000000000000e+09
1,1,4.246996984674526215e+09
2,1,4.294519854246314049e+09
3,1,4.342574493240232468e+09
4,1,4.391166852027566910e+09
5,1,4.440302947562810898e+09
6,1,4.489988864128730774e+09
7,1,4.540230754089742661e+09
8,1,4.591034838653735161e+09
9,0,4.642407408642407417e+09
10,0,4.694354825270235062e+09
11,0,4.746883520932143211e+09
12,0,4.800000000000002861e+09
13,0,5.200000000000000000e+09
14,0,5.247535650963444710e+09
15,0,5.295505847717758179e+09
16,0,5.343914562650834084e+09
17,0,5.392765804464035034e+09
18,0,5.442063618504150391e+09
19,0,5.491812087098395348e+09
20,0,5.542015329892460823e+09
21,0,5.592677504191658974e+09
22,-1,5.643802805305190086e+09
23,-1,5.695395466893555641e+09
24,-1,5.747459761319139481e+09
25,-1,5.800000000000006676e+09
26,2,6.500000000000000000e+09
27,3,6.688718796962720871e+09
28,4,6.882916791514220238e+09
29,2,7.082753064820232391e+09
30,3,7.288391316755140305e+09
31,4,7.499999999999998093e+09
